Columna,Método,Tamaño,Tiempo (s)
ID,timSort,2208,0.0028285200000027545
ID,combSort,2208,0.00012359000002106768
ID,selectionSort,2208,0.31158294999995634
ID,quickSort,2208,0.005283220000001166
ID,heapSort,2208,0.012068599999929574
ID,bitonicSort,2208,0.031334289999995234
ID,gnomeSort,2208,0.0005075199999737378
ID,binaryInsertionSort,2208,0.0721261599999707
