Columna,Método,Tamaño,Tiempo (s)
title,timSort,2203,0.011379130000022997
title,combSort,2203,0.00014337000002342392
title,selectionSort,2203,0.2904264900000271
title,quickSort,2203,0.005212739999933547
title,heapSort,2203,0.013351919999968232
title,bitonicSort,2203,0.03030122999998639
title,gnomeSort,2203,0.009116269999958604
title,binaryInsertionSort,2203,0.05781950000000506
