Columna,Método,Tamaño,Tiempo (s)
note,timSort,119,0.0005295699999805948
note,combSort,119,1.0430000020278386e-05
note,selectionSort,119,0.0006805400000303053
note,quickSort,119,0.00020200999997541658
note,heapSort,119,0.0004242899999553629
note,bitonicSort,119,0.0004302899999856891
note,gnomeSort,119,2.975999996124301e-05
note,binaryInsertionSort,119,0.00043697000000975095
