Columna,Método,Tamaño,Tiempo (s)
doi,timSort,2199,0.0028761300000041956
doi,combSort,2199,0.00011657999993985868
doi,selectionSort,2199,0.290440259999923
doi,quickSort,2199,0.0043787800000245625
doi,heapSort,2199,0.01433933000007528
doi,bitonicSort,2199,0.031919740000012096
doi,gnomeSort,2199,0.01013416000005236
doi,binaryInsertionSort,2199,0.059426780000012516
