Columna,Método,Tamaño,Tiempo (s)
url,timSort,1143,0.003501049999977113
url,combSort,1143,5.185999998502666e-05
url,selectionSort,1143,0.10682462000004307
url,quickSort,1143,0.004289710000011837
url,heapSort,1143,0.007977140000002691
url,bitonicSort,1143,0.015580309999950259
url,gnomeSort,1143,0.0003102099999523489
url,binaryInsertionSort,1143,0.019243850000020758
